Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Mar 6, 2025;Mar 7, 2025;23,146.25;2,708.75;24,054.75;74,269.00;72,345.00;504.00;138,349.50;18,890.50;48,581.75;12,628.00;14,856.50
Mar 7, 2025;Mar 8, 2025;23,172.50;2,713.25;1,644.00;25,734.50;70,352.25;504.00;149,454.25;23,108.00;49,370.50;16,220.75;15,131.50
Mar 8, 2025;Mar 9, 2025;23,473.50;2,748.25;656.00;52,618.25;69,003.50;504.00;136,865.50;17,516.00;41,828.00;7,171.75;14,181.75
Mar 9, 2025;Mar 10, 2025;23,176.25;2,712.75;20,732.75;31,358.75;68,767.50;504.00;128,039.50;16,520.00;39,819.75;8,945.75;18,701.75
Mar 10, 2025;Mar 11, 2025;22,799.00;2,669.00;6,411.75;12,473.00;66,910.00;504.00;147,216.25;23,715.50;55,866.75;14,824.75;19,698.50
Mar 11, 2025;Mar 12, 2025;23,561.50;2,757.00;1,170.25;13,934.75;36,774.75;504.00;159,292.75;26,466.75;66,180.75;13,820.50;21,386.75
Mar 12, 2025;Mar 13, 2025;23,484.75;2,748.25;2,420.25;11,429.00;21,017.75;253.50;163,866.50;26,761.75;73,791.50;13,830.75;23,950.75
Mar 13, 2025;Mar 14, 2025;23,698.00;2,774.00;1,025.75;13,149.25;36,179.50;504.00;162,410.75;26,113.75;73,481.50;10,777.75;21,818.25
Mar 14, 2025;Mar 15, 2025;23,545.50;2,757.50;4,516.50;16,917.25;34,456.75;504.00;157,667.75;14,066.25;76,825.75;9,954.50;21,938.00
Mar 15, 2025;Mar 16, 2025;23,623.25;2,765.50;3,834.25;60,888.00;49,306.50;504.00;114,679.00;13,660.50;56,385.75;9,441.25;21,189.75
Mar 16, 2025;Mar 17, 2025;23,535.75;2,756.50;20,059.25;57,578.75;67,597.25;504.00;118,741.25;13,036.50;51,785.75;6,507.00;20,145.00
Mar 17, 2025;Mar 18, 2025;23,569.75;2,760.50;16,534.50;92,883.75;81,805.00;504.00;133,941.50;15,996.25;56,883.50;12,959.25;19,726.00
Mar 18, 2025;Mar 19, 2025;23,680.50;2,773.00;17,767.50;28,118.25;86,077.75;504.00;134,333.50;27,706.75;64,969.25;11,773.75;20,370.25
Mar 19, 2025;Mar 20, 2025;23,518.50;2,754.00;6,507.00;30,199.00;85,097.75;504.00;142,101.75;25,780.75;64,289.75;15,343.75;17,664.75
Mar 20, 2025;Mar 21, 2025;23,644.75;2,767.50;4,683.25;33,930.00;82,317.25;504.00;140,345.00;23,126.25;63,512.75;14,129.25;13,480.00
Mar 21, 2025;Mar 22, 2025;23,573.50;2,760.00;22,214.50;80,976.75;82,570.00;504.00;88,588.75;13,071.25;42,493.25;13,887.00;16,471.75
Mar 22, 2025;Mar 23, 2025;23,213.50;2,717.25;28,036.00;220,182.25;76,119.25;504.00;35,658.75;7,212.50;18,980.25;4,877.00;17,603.25
Mar 23, 2025;Mar 24, 2025;23,386.25;2,738.50;37,898.50;111,531.75;59,539.75;504.00;74,116.00;12,954.25;29,340.75;10,011.25;18,923.50
Mar 24, 2025;Mar 25, 2025;23,237.00;2,719.50;4,257.50;6,622.50;51,876.00;489.50;160,590.75;26,040.25;52,177.50;18,245.25;20,016.25
Mar 25, 2025;Mar 26, 2025;23,003.75;2,692.75;22,586.50;42,255.25;48,895.75;504.00;160,435.75;24,366.25;54,212.50;9,970.50;19,270.25
Mar 26, 2025;Mar 27, 2025;22,647.00;2,651.50;16,390.25;65,280.75;30,882.00;332.75;161,134.00;24,722.25;52,737.75;14,510.00;19,582.75
Mar 27, 2025;Mar 28, 2025;22,091.75;2,658.00;15,268.75;27,773.00;54,977.75;65.50;157,465.25;23,765.00;46,413.25;13,252.25;19,294.50
Mar 28, 2025;Mar 29, 2025;22,833.75;2,746.00;12,507.25;42,146.00;87,983.25;323.50;148,209.25;19,690.75;41,065.00;14,838.75;19,129.50
Mar 29, 2025;Mar 30, 2025;22,863.50;2,700.75;8,141.25;84,883.00;46,865.75;504.00;106,635.25;11,863.75;35,758.00;12,856.50;19,520.50
Mar 30, 2025;Mar 31, 2025;19,872.75;2,326.50;8,797.50;170,010.25;28,984.00;483.00;54,480.25;7,881.00;21,111.50;3,504.75;17,610.50
Mar 31, 2025;Apr 1, 2025;18,668.25;2,338.50;7,763.25;131,912.75;27,837.50;504.00;118,804.75;20,801.50;45,515.75;15,766.75;19,504.50
Apr 1, 2025;Apr 2, 2025;18,667.00;2,236.00;4,221.00;67,603.00;76,057.25;504.00;127,209.00;16,130.00;48,619.75;13,069.75;19,769.00
Apr 2, 2025;Apr 3, 2025;18,150.75;2,142.50;3,260.75;85,635.00;84,372.75;504.00;108,787.00;9,227.50;37,260.50;12,599.75;19,479.75
Apr 3, 2025;Apr 4, 2025;18,228.50;2,215.50;349.00;50,406.00;98,360.50;384.00;114,755.00;17,299.25;36,276.75;18,280.50;19,980.25
Apr 4, 2025;Apr 5, 2025;18,463.25;2,190.75;4,778.25;18,710.75;97,750.75;504.00;115,510.75;21,164.00;34,959.75;16,307.50;20,376.25
Apr 5, 2025;Apr 6, 2025;18,546.25;2,193.50;11,021.00;108,957.00;80,862.50;504.00;64,282.25;12,046.75;28,560.25;10,385.25;19,430.00
Apr 6, 2025;Apr 7, 2025;18,521.50;2,217.25;10,071.50;65,098.75;72,318.25;504.00;57,582.50;12,195.25;25,493.00;9,556.50;17,918.00
Apr 7, 2025;Apr 8, 2025;18,521.00;2,272.25;11,644.75;60,339.75;72,923.75;504.00;111,022.25;20,977.00;45,523.50;13,521.75;19,852.00
Apr 8, 2025;Apr 9, 2025;19,306.75;2,349.00;410.25;13,748.75;78,484.75;504.00;116,398.25;21,303.25;53,056.25;14,907.75;20,272.00
Apr 9, 2025;Apr 10, 2025;19,868.25;2,366.25;15,239.25;62,848.00;66,795.00;504.00;115,920.75;20,255.50;50,416.00;12,500.75;20,488.00
Apr 10, 2025;Apr 11, 2025;21,440.25;2,558.25;12,793.50;104,757.00;78,208.25;496.25;103,202.00;19,482.75;44,475.25;14,807.25;20,082.25
Apr 11, 2025;Apr 12, 2025;23,088.00;2,789.00;20,232.75;202,419.50;55,095.25;482.25;72,560.25;13,210.75;35,551.50;15,577.50;19,566.00
Apr 12, 2025;Apr 13, 2025;24,332.25;2,907.75;5,972.75;26,699.00;89,453.25;504.00;74,360.50;16,610.50;29,778.50;15,502.75;11,809.00
Apr 13, 2025;Apr 14, 2025;24,535.25;2,873.25;17,342.00;119,968.75;68,326.75;504.00;65,464.00;11,872.75;20,911.25;7,481.00;12,153.00
Apr 14, 2025;Apr 15, 2025;24,475.50;2,953.25;3,921.50;34,365.00;82,287.75;492.50;122,168.75;22,037.00;35,378.25;16,638.25;12,295.75
Apr 15, 2025;Apr 16, 2025;24,058.00;2,866.00;22,971.75;156,811.50;67,995.50;503.75;103,859.75;15,787.50;33,875.25;11,221.75;11,999.50
Apr 16, 2025;Apr 17, 2025;24,905.50;2,989.00;10,703.50;68,556.00;98,398.00;504.00;114,589.00;25,886.25;36,195.50;15,751.75;11,779.50
Apr 17, 2025;Apr 18, 2025;24,693.50;2,964.75;19,876.75;86,805.50;72,842.00;504.00;115,854.25;20,995.25;31,403.75;12,575.00;17,649.00
Apr 18, 2025;Apr 19, 2025;24,708.25;2,941.75;6,362.00;53,743.25;17,800.75;504.00;112,811.75;21,081.50;28,291.00;10,027.50;18,086.50
Apr 19, 2025;Apr 20, 2025;25,330.00;2,966.75;5,001.25;22,955.75;27,704.25;504.00;86,118.25;16,723.00;26,166.00;11,933.50;18,370.25
Apr 20, 2025;Apr 21, 2025;25,196.25;2,973.25;1,445.25;16,784.50;96,063.00;504.00;68,139.75;15,853.50;24,258.75;11,754.50;17,421.25
Apr 21, 2025;Apr 22, 2025;25,189.50;2,997.75;138.75;21,847.00;63,793.75;504.00;81,341.25;19,990.75;24,182.00;8,084.50;17,057.75
Apr 22, 2025;Apr 23, 2025;25,478.25;3,112.75;402.50;25,489.25;69,284.75;504.00;92,618.25;19,920.25;32,202.50;17,122.50;15,294.75
Apr 23, 2025;Apr 24, 2025;25,690.50;3,085.50;943.25;27,113.25;79,296.00;504.00;96,704.00;17,727.25;39,444.25;12,599.25;15,033.25
Apr 24, 2025;Apr 25, 2025;24,175.25;2,889.50;6,066.25;72,548.00;55,854.75;504.00;115,210.75;19,077.25;39,143.50;10,953.25;14,881.50
Apr 25, 2025;Apr 26, 2025;29,513.50;3,541.00;1,226.00;63,721.00;73,413.75;504.00;124,455.50;18,703.00;37,071.50;10,952.00;11,765.00
Apr 26, 2025;Apr 27, 2025;38,088.75;4,460.50;2,137.50;81,392.50;110,896.50;504.00;68,178.00;6,630.50;26,302.00;12,573.75;9,274.75
Apr 27, 2025;Apr 28, 2025;37,884.25;4,435.75;3,913.75;63,632.00;97,162.75;504.00;54,884.00;6,459.25;23,930.00;8,837.75;10,252.50
Apr 28, 2025;Apr 29, 2025;37,743.00;4,532.75;6,419.25;15,802.50;109,961.50;325.75;91,551.75;4,254.50;32,986.75;16,628.00;9,964.75
Apr 29, 2025;Apr 30, 2025;37,091.00;4,439.75;16,214.00;31,334.50;103,817.25;320.75;96,954.25;3,139.25;30,924.25;11,237.00;10,635.50
Apr 30, 2025;May 1, 2025;27,966.00;3,323.50;13,113.25;15,925.75;104,555.00;504.00;96,416.50;3,622.00;28,019.00;12,913.75;14,021.75
May 1, 2025;May 2, 2025;23,632.25;2,840.50;3,926.00;23,380.00;99,228.25;504.00;71,508.50;2,789.50;22,079.00;13,661.50;13,317.25
May 2, 2025;May 3, 2025;24,407.50;2,930.75;17,521.00;97,934.50;87,950.25;504.00;58,943.50;3,317.00;21,789.00;15,054.75;14,567.00
May 3, 2025;May 4, 2025;24,667.25;2,888.25;13,363.25;34,798.25;64,846.25;504.00;55,377.50;2,201.00;18,318.00;13,884.25;15,299.50
May 4, 2025;May 5, 2025;23,994.25;2,834.75;19,133.25;133,830.00;62,252.25;504.00;52,250.50;2,650.50;16,929.75;7,760.00;15,200.50
May 5, 2025;May 6, 2025;23,149.00;2,816.00;3,714.50;51,165.00;93,119.50;500.50;69,936.25;3,392.00;33,610.75;12,874.25;15,236.25
May 6, 2025;May 7, 2025;23,167.25;2,712.75;13,244.75;33,006.50;108,230.00;504.00;75,673.50;6,676.75;34,920.00;11,770.00;15,170.50
May 7, 2025;May 8, 2025;23,959.00;2,855.25;1,764.25;60,523.00;95,227.00;424.25;99,586.50;6,968.25;38,187.75;12,933.00;15,078.00
May 8, 2025;May 9, 2025;24,170.75;2,926.75;1,472.50;44,324.50;92,312.75;504.00;85,308.25;10,871.00;39,565.00;13,978.50;15,440.50
May 9, 2025;May 10, 2025;23,931.50;2,875.50;9,191.25;14,888.25;109,343.75;504.00;75,508.75;9,223.50;35,539.50;13,179.75;15,354.00
May 10, 2025;May 11, 2025;24,086.50;2,870.00;4,039.25;43,856.25;81,627.50;504.00;66,836.25;7,143.00;23,257.75;13,206.50;14,375.75
May 11, 2025;May 12, 2025;24,212.75;2,882.50;4,087.00;49,719.50;94,281.25;497.75;52,492.50;5,873.75;19,793.00;8,562.25;13,854.50
May 12, 2025;May 13, 2025;22,727.75;2,717.75;2,546.50;65,634.00;118,384.75;504.00;59,126.25;7,792.25;26,081.00;12,167.75;14,786.50
May 13, 2025;May 14, 2025;22,626.00;2,698.50;13,370.75;23,895.00;118,579.50;504.00;77,832.25;14,624.25;27,327.25;13,489.50;15,534.75
May 14, 2025;May 15, 2025;23,339.50;2,780.75;10,054.25;93,639.00;102,664.25;504.00;76,012.75;14,174.50;27,649.25;9,932.75;15,058.00
May 15, 2025;May 16, 2025;23,268.50;2,821.25;13,189.75;139,650.00;82,468.00;504.00;74,778.75;12,858.75;25,740.50;12,196.75;15,551.00
May 16, 2025;May 17, 2025;23,565.00;2,809.50;15,097.50;102,009.50;76,949.75;504.00;79,055.25;10,488.25;26,216.25;14,654.00;15,123.00
May 17, 2025;May 18, 2025;23,739.00;2,851.00;14,483.50;121,385.00;67,695.50;504.00;66,874.00;14,004.50;23,431.25;12,011.50;15,227.75
May 18, 2025;May 19, 2025;23,658.75;2,768.75;16,552.25;107,529.75;65,606.50;504.00;62,298.50;13,360.00;22,132.25;10,269.00;15,906.50
May 19, 2025;May 20, 2025;23,271.50;2,847.50;10,613.50;65,370.00;47,809.75;504.00;94,498.75;17,734.75;29,518.50;15,610.75;15,792.50
May 20, 2025;May 21, 2025;22,541.50;2,708.00;19,879.00;20,571.25;105,963.25;504.00;97,474.50;18,489.75;33,875.75;12,175.50;15,886.25
May 21, 2025;May 22, 2025;23,088.50;2,750.75;24,238.75;113,066.75;107,868.25;226.00;87,050.25;14,624.50;29,648.75;11,640.25;15,538.25
May 22, 2025;May 23, 2025;23,638.00;2,792.25;25,699.75;154,175.00;79,268.00;118.75;80,230.75;13,219.75;26,739.00;12,222.25;15,978.75
May 23, 2025;May 24, 2025;25,818.00;3,070.50;20,871.00;104,294.25;93,826.50;504.00;77,025.75;14,080.00;27,573.00;15,018.75;16,472.00
May 24, 2025;May 25, 2025;26,056.00;3,074.25;11,035.75;82,841.50;92,668.00;504.00;51,151.75;5,440.75;24,164.50;15,109.50;16,400.50
May 25, 2025;May 26, 2025;26,085.25;3,078.25;26,618.50;111,704.00;41,777.00;485.50;40,320.50;5,232.50;15,703.00;9,535.75;16,531.25
May 26, 2025;May 27, 2025;26,067.75;3,159.00;16,112.50;58,077.75;92,155.75;504.00;72,218.50;7,233.75;27,995.75;18,543.00;16,385.50
May 27, 2025;May 28, 2025;25,205.50;2,999.25;19,191.25;108,615.25;76,626.50;363.00;72,091.25;8,429.25;25,375.50;12,624.25;16,439.00
May 28, 2025;May 29, 2025;25,428.25;3,051.00;16,172.50;163,181.00;53,354.25;497.00;79,220.75;13,197.25;25,797.00;13,663.00;16,298.50
May 29, 2025;May 30, 2025;25,565.00;3,041.00;15,795.50;83,715.75;95,921.50;504.00;53,317.00;7,857.50;21,393.00;12,807.75;16,629.00
May 30, 2025;May 31, 2025;25,346.25;3,017.00;26,225.25;108,473.25;83,291.75;491.75;49,302.25;5,592.25;18,236.00;11,865.25;15,994.00
May 31, 2025;Jun 1, 2025;24,599.00;2,880.00;9,090.75;22,140.00;98,226.75;42.00;59,320.00;9,723.50;19,962.25;19,402.25;15,870.00
Jun 1, 2025;Jun 2, 2025;24,715.75;2,942.75;11,031.25;75,680.75;70,414.25;195.50;52,875.75;3,287.50;14,358.75;7,417.00;16,326.25
Jun 2, 2025;Jun 3, 2025;24,425.25;2,945.75;21,548.75;45,864.50;89,219.50;504.00;78,819.25;7,037.50;24,799.00;19,073.25;16,888.75
Jun 3, 2025;Jun 4, 2025;25,605.50;3,097.25;5,317.00;32,559.00;114,093.75;504.00;61,173.50;8,301.25;27,111.00;11,946.50;16,951.25
Jun 4, 2025;Jun 5, 2025;25,928.50;3,108.75;17,435.75;104,302.75;73,816.25;385.00;52,419.25;3,490.00;25,453.75;12,155.00;16,953.75
Jun 5, 2025;Jun 6, 2025;26,251.25;3,123.25;5,198.75;79,309.50;79,618.50;504.00;49,539.75;3,459.50;22,227.00;13,088.25;16,689.00
Jun 6, 2025;Jun 7, 2025;25,476.25;3,031.75;21,017.25;190,605.25;71,878.25;493.50;38,643.00;974.25;17,006.25;13,564.75;16,498.75
Jun 7, 2025;Jun 8, 2025;24,971.50;2,996.25;8,101.75;103,376.25;74,587.75;504.00;51,562.75;909.00;17,870.00;15,979.25;16,492.00
Jun 8, 2025;Jun 9, 2025;24,987.00;2,952.50;11,771.00;186,459.00;63,207.75;504.00;35,430.75;835.00;13,142.50;10,420.25;15,476.50
Jun 9, 2025;Jun 10, 2025;26,704.00;3,223.75;25,889.50;125,218.50;84,878.25;504.00;43,284.25;843.00;13,842.25;16,506.50;16,584.00
Jun 10, 2025;Jun 11, 2025;26,013.50;3,051.75;10,851.75;118,741.50;51,670.25;504.00;56,732.50;834.75;17,772.00;10,554.00;10,575.00
Jun 11, 2025;Jun 12, 2025;26,137.00;3,181.25;22,633.25;124,722.50;98,412.50;504.00;59,204.25;3,715.25;20,556.25;16,327.00;10,481.75
Jun 12, 2025;Jun 13, 2025;26,043.75;3,120.75;3,378.00;52,883.25;121,182.75;391.00;57,296.75;1,417.50;20,658.75;15,362.75;10,758.25
Jun 13, 2025;Jun 14, 2025;26,045.25;3,096.75;6,234.00;114,394.00;128,083.50;498.75;46,703.00;3,449.75;18,318.00;15,520.75;10,524.00
Jun 14, 2025;Jun 15, 2025;25,771.75;3,066.50;17,207.75;102,169.00;115,026.25;471.50;46,430.75;988.00;16,513.25;10,452.00;10,631.25
Jun 15, 2025;Jun 16, 2025;25,252.00;3,028.00;8,245.75;88,493.00;91,476.00;504.00;63,676.75;3,784.00;17,715.25;12,262.00;10,304.00
Jun 16, 2025;Jun 17, 2025;25,586.50;3,051.00;26,096.50;120,036.75;85,040.50;504.00;100,331.25;7,555.50;22,030.00;11,235.75;10,355.75
Jun 17, 2025;Jun 18, 2025;26,329.50;3,156.25;19,517.25;27,416.75;115,643.00;243.75;107,568.25;8,709.00;26,612.00;9,510.00;10,157.50
Jun 18, 2025;Jun 19, 2025;26,776.50;3,206.50;16,866.25;57,764.00;110,558.00;241.00;109,006.00;9,276.75;26,423.75;8,581.75;10,124.25
Jun 19, 2025;Jun 20, 2025;27,008.75;3,210.00;20,069.00;109,751.50;105,209.50;240.00;62,645.00;5,836.25;17,878.00;9,611.50;10,232.50
Jun 20, 2025;Jun 21, 2025;27,507.00;3,291.25;8,259.50;29,616.00;129,881.25;284.50;55,796.50;8,458.50;19,341.75;11,680.50;10,266.75
Jun 21, 2025;Jun 22, 2025;26,733.75;3,202.25;11,475.50;8,240.00;112,552.75;494.25;58,343.75;7,088.50;16,179.75;10,961.25;10,569.25
Jun 22, 2025;Jun 23, 2025;25,877.50;3,077.00;12,811.25;38,371.00;104,384.50;405.00;49,329.75;1,767.25;13,271.50;10,813.75;10,189.75
Jun 23, 2025;Jun 24, 2025;26,229.00;3,077.50;17,934.50;193,090.25;78,988.50;504.00;40,604.25;57.75;16,488.00;7,538.75;10,389.25
Jun 24, 2025;Jun 25, 2025;26,412.75;3,141.50;26,520.50;192,547.00;72,138.50;504.00;47,971.50;51.00;19,689.75;7,037.50;10,229.50
Jun 25, 2025;Jun 26, 2025;26,152.75;3,182.75;16,996.00;160,069.75;92,258.25;504.00;73,183.25;1,276.00;23,762.75;11,887.00;10,087.25
Jun 26, 2025;Jun 27, 2025;26,039.50;3,098.00;6,293.75;83,228.00;95,368.50;504.00;108,248.75;5,799.75;20,710.25;7,692.25;10,219.75
Jun 27, 2025;Jun 28, 2025;26,615.00;3,186.75;26,964.50;157,032.50;63,210.75;504.00;97,353.25;61.50;16,638.00;9,880.50;10,122.25
Jun 28, 2025;Jun 29, 2025;24,996.75;3,000.25;23,859.25;92,579.75;100,770.25;504.00;52,624.75;62.00;14,182.25;6,579.00;9,711.00
Jun 29, 2025;Jun 30, 2025;25,385.00;2,971.25;26,750.50;123,814.50;90,929.00;504.00;60,549.25;2,644.25;14,494.75;6,763.25;9,921.50
Jun 30, 2025;Jul 1, 2025;26,681.75;3,251.25;15,402.75;41,556.00;127,824.25;504.00;94,706.00;9,641.75;24,450.75;11,600.75;10,015.75
Jul 1, 2025;Jul 2, 2025;26,218.50;3,095.00;739.25;29,238.50;126,046.00;492.50;98,591.50;12,405.25;29,279.25;9,918.50;10,524.25
Jul 2, 2025;Jul 3, 2025;25,179.25;3,020.00;11,814.25;51,915.00;123,212.25;403.00;94,091.75;11,942.50;25,127.25;9,242.25;9,759.75
Jul 3, 2025;Jul 4, 2025;25,956.50;3,112.50;22,746.25;125,837.75;79,540.25;504.00;99,473.00;11,602.25;20,181.00;6,614.50;9,829.25
Jul 4, 2025;Jul 5, 2025;26,496.00;3,159.25;15,220.50;30,296.50;113,559.00;504.00;109,207.00;8,163.25;19,523.50;10,427.75;9,979.75
Jul 5, 2025;Jul 6, 2025;26,352.50;3,133.50;21,323.50;82,130.50;95,279.75;504.00;61,433.50;2,946.00;13,593.25;7,041.00;10,008.00
Jul 6, 2025;Jul 7, 2025;26,669.25;3,194.75;11,105.25;74,749.50;83,844.50;504.00;80,745.75;3,476.00;15,743.50;10,800.00;10,078.75
Jul 7, 2025;Jul 8, 2025;26,510.00;3,156.75;9,028.00;49,422.00;72,417.25;504.00;116,083.50;11,250.50;21,941.25;9,817.50;10,389.25
Jul 8, 2025;Jul 9, 2025;25,867.25;3,077.50;7,053.75;91,516.00;82,555.50;504.00;92,539.50;11,108.00;28,143.25;7,709.00;10,532.50
Jul 9, 2025;Jul 10, 2025;26,152.75;3,135.00;2,070.00;109,482.00;65,687.75;504.00;103,717.50;8,052.50;28,279.75;7,727.25;10,799.00
Jul 10, 2025;Jul 11, 2025;26,525.25;3,153.50;7,878.50;55,586.50;98,097.50;504.00;108,058.00;5,546.00;27,084.00;8,849.00;11,011.00
Jul 11, 2025;Jul 12, 2025;25,164.25;3,018.25;21,706.50;113,481.00;81,360.00;504.00;97,729.75;3,012.25;21,839.50;8,819.25;10,598.50
Jul 12, 2025;Jul 13, 2025;25,979.25;3,091.75;25,915.75;79,711.00;26,675.50;504.00;72,086.50;7,284.00;17,235.00;8,446.75;10,147.00
Jul 13, 2025;Jul 14, 2025;25,134.50;2,943.00;15,239.25;31,121.25;69,550.50;504.00;78,291.75;7,048.50;19,745.00;8,083.50;10,324.50
Jul 14, 2025;Jul 15, 2025;25,081.25;2,990.75;1,803.75;36,341.75;93,855.50;504.00;110,671.00;4,988.75;28,779.00;10,323.25;10,506.50
Jul 15, 2025;Jul 16, 2025;24,755.00;3,019.75;4,884.75;59,614.75;63,683.75;504.00;107,224.50;3,152.00;28,715.25;7,313.75;10,720.00
Jul 16, 2025;Jul 17, 2025;25,487.00;3,034.00;15,101.75;50,156.75;83,215.50;472.50;113,858.50;12,257.50;28,114.75;9,731.75;10,630.50
Jul 17, 2025;Jul 18, 2025;25,853.50;3,025.50;8,313.00;111,107.25;52,645.25;504.00;109,088.75;8,046.00;25,442.25;8,780.25;10,398.50
Jul 18, 2025;Jul 19, 2025;25,167.50;3,064.75;981.50;18,175.50;77,017.75;504.00;112,493.50;11,608.00;23,258.25;12,816.00;10,413.00
Jul 19, 2025;Jul 20, 2025;25,593.75;2,996.75;343.75;14,523.50;115,373.75;409.00;77,383.00;4,431.75;16,758.25;10,768.00;9,713.25
Jul 20, 2025;Jul 21, 2025;24,653.50;2,910.50;5,205.25;45,705.75;103,628.25;396.50;73,848.00;3,579.75;15,214.75;5,768.75;9,493.25
Jul 21, 2025;Jul 22, 2025;25,122.00;3,068.50;13,526.00;62,411.50;28,870.50;429.75;102,055.25;13,125.00;20,846.75;11,155.00;9,876.75
Jul 22, 2025;Jul 23, 2025;26,467.25;3,147.00;16,000.00;120,375.00;70,933.75;408.00;89,558.00;6,322.75;19,796.00;6,247.50;10,259.00
Jul 23, 2025;Jul 24, 2025;26,620.25;3,164.25;7,985.00;188,276.00;60,179.75;208.00;81,981.50;3,373.50;20,502.75;6,105.75;10,469.75
Jul 24, 2025;Jul 25, 2025;23,400.50;2,788.25;1,797.25;27,689.00;75,476.50;504.00;112,030.75;6,511.50;23,089.25;13,002.75;10,053.50
Jul 25, 2025;Jul 26, 2025;23,460.00;2,794.75;4,673.50;31,684.75;78,478.75;502.00;108,528.75;25.25;22,698.50;7,441.50;10,210.50
Jul 26, 2025;Jul 27, 2025;26,009.50;3,103.25;7,415.00;15,518.25;56,288.00;504.00;100,110.25;26.00;20,039.50;9,735.75;10,483.75
Jul 27, 2025;Jul 28, 2025;26,793.25;3,137.25;521.75;18,454.00;77,884.25;504.00;80,182.25;25.50;17,046.50;8,730.75;10,829.75
Jul 28, 2025;Jul 29, 2025;26,586.50;3,146.75;13,874.00;107,896.00;66,168.00;504.00;78,318.50;25.25;20,159.25;9,537.75;10,924.75
Jul 29, 2025;Jul 30, 2025;25,289.00;3,018.50;28,218.00;121,428.50;89,903.25;504.00;74,328.50;26.50;20,949.50;13,554.25;10,839.00
Jul 30, 2025;Jul 31, 2025;25,370.25;3,019.50;10,848.50;64,351.75;86,052.75;498.00;65,597.75;26.25;21,210.50;11,675.50;10,770.25
Jul 31, 2025;Aug 1, 2025;26,230.25;3,191.00;6,836.75;102,560.00;57,140.00;447.25;70,818.00;26.50;21,155.00;12,405.00;10,444.50
Aug 1, 2025;Aug 2, 2025;26,067.75;3,102.25;2,215.50;53,113.50;78,884.00;504.00;76,937.50;25.25;22,266.50;13,881.00;10,436.50
Aug 2, 2025;Aug 3, 2025;26,552.25;3,157.75;4,639.00;45,337.00;87,803.75;504.00;66,446.25;26.75;18,578.25;11,458.25;9,897.00
Aug 3, 2025;Aug 4, 2025;26,968.75;3,181.75;11,870.00;81,327.75;52,757.25;504.00;45,979.00;26.25;15,699.25;7,325.75;10,008.00
Aug 4, 2025;Aug 5, 2025;26,777.50;3,194.00;11,220.75;104,388.25;81,058.25;504.00;46,509.00;26.25;20,925.00;17,364.50;10,234.25
Aug 5, 2025;Aug 6, 2025;26,500.00;3,126.75;30,784.00;126,215.25;43,748.00;483.00;36,951.75;27.00;17,069.00;14,041.50;10,108.75
Aug 6, 2025;Aug 7, 2025;26,811.00;3,186.50;31,275.50;101,843.75;93,985.25;504.00;42,569.50;25.75;15,849.00;16,155.00;9,916.00
Aug 7, 2025;Aug 8, 2025;26,278.75;3,127.25;7,830.75;23,991.50;101,605.25;504.00;54,288.75;25.75;19,995.25;12,769.75;9,784.25
Aug 8, 2025;Aug 9, 2025;26,392.50;3,210.50;5,216.00;50,156.50;81,467.25;504.00;61,979.25;2,434.00;21,226.75;11,830.50;9,937.00
Aug 9, 2025;Aug 10, 2025;26,117.50;3,105.75;1,985.75;20,733.50;95,253.50;504.00;57,974.25;4,005.25;17,505.00;12,505.00;9,562.25
Aug 10, 2025;Aug 11, 2025;26,230.00;3,069.50;10,350.50;82,442.50;94,950.25;504.00;47,100.75;2,613.00;16,017.00;10,769.25;9,369.25
Aug 11, 2025;Aug 12, 2025;26,294.00;3,132.25;1,462.75;7,856.25;117,563.00;504.00;69,113.25;9,118.25;21,116.50;11,549.00;9,780.50
Aug 12, 2025;Aug 13, 2025;26,000.25;3,118.00;429.50;31,258.00;107,782.75;491.75;69,156.00;8,628.75;21,467.25;10,400.50;9,871.25
Aug 13, 2025;Aug 14, 2025;25,122.50;2,989.50;9,404.50;50,402.75;109,245.25;433.75;69,251.00;11,274.25;23,056.50;10,374.25;10,018.25
Aug 14, 2025;Aug 15, 2025;24,797.50;2,951.25;11,496.75;29,271.75;108,771.75;504.00;68,775.50;8,705.75;21,160.50;12,930.50;10,172.00
Aug 15, 2025;Aug 16, 2025;22,025.75;2,650.50;15,178.50;59,671.50;103,143.00;504.00;65,558.00;7,935.25;17,357.25;13,165.75;10,305.50
Aug 16, 2025;Aug 17, 2025;22,748.75;2,663.25;22,040.50;79,996.25;80,071.75;504.00;56,796.75;1,624.75;14,241.75;9,936.25;10,129.25
Aug 17, 2025;Aug 18, 2025;23,423.00;2,791.00;5,783.00;42,809.50;87,486.75;504.00;63,783.00;3,354.00;13,936.75;7,826.50;9,872.50
Aug 18, 2025;Aug 19, 2025;23,276.75;2,850.50;576.00;9,497.75;114,242.75;504.00;85,293.50;8,836.00;19,728.50;12,548.75;9,992.50
